MSISDN,Topup date,Measure,Amount paid
0732396004,2022-10-03,1,249
0732396183,2022-10-03,1,349
0732396393,2022-10-03,1,299
0732403882,2022-10-03,1,149
0732406410,2022-10-03,1,349
0732407202,2022-10-03,1,349
0732415529,2022-10-03,1,149
0732415704,2022-10-03,1,299
0732416025,2022-10-03,1,0
0732416234,2022-10-03,1,99
0732416968,2022-10-03,1,349
0732418433,2022-10-03,2,200
0732418437,2022-10-03,7,149
0732418474,2022-10-03,1,199
0732419745,2022-10-03,3,398
0732419747,2022-10-03,1,99
0732419770,2022-10-03,1,299
0732422768,2022-10-03,1,149
0732422774,2022-10-03,2,0
0732422831,2022-10-03,1,99
0732427736,2022-10-03,2,99
0732428449,2022-10-03,1,149
0732428684,2022-10-03,1,199
0732429013,2022-10-03,3,49
0732429218,2022-10-03,1,249
0732430273,2022-10-03,1,149
0732430511,2022-10-03,1,99
0732430530,2022-10-03,1,999
0732430822,2022-10-03,1,99
0732430914,2022-10-03,1,349
0732431329,2022-10-03,1,349
0732431333,2022-10-03,1,449
0732431471,2022-10-03,1,99
0732431500,2022-10-03,2,299
0732431784,2022-10-03,1,99
0732431807,2022-10-03,1,349
0732431836,2022-10-03,1,349
0732431906,2022-10-03,1,349
0732432115,2022-10-03,1,99
0732432145,2022-10-03,1,99
0732432823,2022-10-03,1,349
0732433229,2022-10-03,1,99
0732434099,2022-10-03,1,99
0732434248,2022-10-03,1,149
0732434722,2022-10-03,2,299
0732435329,2022-10-03,1,199
0732435661,2022-10-03,4,548
0732435929,2022-10-03,1,49
0732435982,2022-10-03,1,0
0732436176,2022-10-03,1,99
0732436224,2022-10-03,1,99
0732436900,2022-10-03,1,349
0732437453,2022-10-03,1,99
0732437601,2022-10-03,1,99
0732437721,2022-10-03,1,349
0732438093,2022-10-03,1,349
0732438373,2022-10-03,1,299
0732438826,2022-10-03,1,0
0732439969,2022-10-03,1,299
0732439989,2022-10-03,1,199
0732440384,2022-10-03,3,0
0732440662,2022-10-03,2,98
0732441049,2022-10-03,1,149
0732441063,2022-10-03,1,99
0732441360,2022-10-03,1,449
0732441809,2022-10-03,1,99
0732442454,2022-10-03,1,499
0732442694,2022-10-03,1,99
0732442748,2022-10-03,1,199
0732442848,2022-10-03,1,250
0732443143,2022-10-03,1,99
0732443185,2022-10-03,1,499
0732443751,2022-10-03,1,49
0732443757,2022-10-03,1,99
0732444786,2022-10-03,1,49
0732445237,2022-10-03,1,99
0732445687,2022-10-03,1,49
0732446844,2022-10-03,1,99
0732447533,2022-10-03,1,99
0732448014,2022-10-03,1,99
0732449070,2022-10-03,1,199
0732449580,2022-10-03,1,299
0732449599,2022-10-03,1,99
0732451198,2022-10-03,1,249
0732451333,2022-10-03,1,249
0732451507,2022-10-03,2,349
0732452307,2022-10-03,1,449
0732453098,2022-10-03,1,99
0732453246,2022-10-03,1,149
0732453630,2022-10-03,1,100
0732453660,2022-10-03,2,198
0732453856,2022-10-03,6,294
0732453870,2022-10-03,1,300
0732454698,2022-10-03,1,99
0732455149,2022-10-03,1,49
0732457521,2022-10-03,1,249
0732457714,2022-10-03,2,49
0732458408,2022-10-03,1,99
0732458617,2022-10-03,4,199
0732458765,2022-10-03,1,249
0732459533,2022-10-03,1,199
0732459906,2022-10-03,1,349
0732460582,2022-10-03,1,99
0732460588,2022-10-03,2,349
0732460608,2022-10-03,1,99
0732461588,2022-10-03,2,199
0732461745,2022-10-03,1,99
0732461838,2022-10-03,1,999
0732461999,2022-10-03,1,99
0732462345,2022-10-03,1,99
0732462366,2022-10-03,1,349
0732462671,2022-10-03,1,349
0732462781,2022-10-03,1,349
0732463189,2022-10-03,1,149
0732463199,2022-10-03,2,198
0732463545,2022-10-03,1,449
0732464205,2022-10-03,1,449
0732464319,2022-10-03,2,200
0732464704,2022-10-03,3,348
0732465065,2022-10-03,1,349
0732465085,2022-10-03,2,98
0732467632,2022-10-03,1,99
0732468894,2022-10-03,2,449
0732468968,2022-10-03,1,349
0732469176,2022-10-03,1,349
0732469282,2022-10-03,2,99
0732469348,2022-10-03,1,99
0732469812,2022-10-03,1,99
0732470761,2022-10-03,1,99
0732471220,2022-10-03,1,149
0732471778,2022-10-03,1,100
0732471876,2022-10-03,1,349
0732472227,2022-10-03,1,349
0732472613,2022-10-03,1,249
0732473541,2022-10-03,1,349
0732475433,2022-10-03,1,0
0732476918,2022-10-03,1,0
0732477431,2022-10-03,1,349
0732477538,2022-10-03,1,50
0732477590,2022-10-03,1,149
0732478308,2022-10-03,3,"288,41"
0732478321,2022-10-03,1,100
0732478437,2022-10-03,1,99
0732478943,2022-10-03,1,99
0732480199,2022-10-03,1,449
0732481559,2022-10-03,1,349
0732482320,2022-10-03,1,99
0732482916,2022-10-03,1,99
0732482987,2022-10-03,1,99
0732484442,2022-10-03,1,300
0732484511,2022-10-03,1,199
0732484543,2022-10-03,1,99
0732485216,2022-10-03,1,349
0732485682,2022-10-03,1,99
0732485787,2022-10-03,1,49
0732485928,2022-10-03,1,99
0732486394,2022-10-03,1,99
0732486665,2022-10-03,1,99
0732487158,2022-10-03,1,99
0732487217,2022-10-03,1,349
0732487254,2022-10-03,1,149
0732488873,2022-10-03,1,199
0732488876,2022-10-03,1,99
0732489040,2022-10-03,1,99
0732489199,2022-10-03,1,99
0732490526,2022-10-03,1,449
0732491454,2022-10-03,1,99
0732494828,2022-10-03,1,199
0732499492,2022-10-03,1,199
0732499501,2022-10-03,1,99
0732501263,2022-10-03,1,100
0732502852,2022-10-03,2,299
0732504398,2022-10-03,1,449
0732506385,2022-10-03,2,50
0732506594,2022-10-03,1,99
0732507446,2022-10-03,1,349
0732507482,2022-10-03,1,349
0732508420,2022-10-03,1,149
0732513763,2022-10-03,1,449
0732518337,2022-10-03,1,99
0732518666,2022-10-03,1,249
0732520016,2022-10-03,1,149
0732521918,2022-10-03,1,449
0732522305,2022-10-03,1,99
0732526841,2022-10-03,1,349
0732526877,2022-10-03,1,99
0732527480,2022-10-03,1,99
0732527582,2022-10-03,1,300
0732527978,2022-10-03,1,99
0732528040,2022-10-03,1,99
0732528241,2022-10-03,1,149
0732533959,2022-10-03,1,100
0732534267,2022-10-03,2,200
0732535091,2022-10-03,1,149
0732535851,2022-10-03,1,99
0732536057,2022-10-03,1,99
0732536124,2022-10-03,1,349
0732536597,2022-10-03,1,0
0732537515,2022-10-03,1,99
0732537831,2022-10-03,1,99
0732537847,2022-10-03,1,99
0732537864,2022-10-03,1,99
0732538680,2022-10-03,1,149
0732538747,2022-10-03,1,99
0732538846,2022-10-03,1,100
0732540507,2022-10-03,1,149
0732540520,2022-10-03,1,99
0732540596,2022-10-03,1,99
0732540683,2022-10-03,1,449
0732540953,2022-10-03,1,149
0732541914,2022-10-03,1,99
0732542166,2022-10-03,1,99
0732542168,2022-10-03,2,198
0732542299,2022-10-03,1,149
0732542691,2022-10-03,1,149
0732544230,2022-10-03,1,0
0732544823,2022-10-03,1,99
0732545421,2022-10-03,1,0
0732545665,2022-10-03,1,349
0732545919,2022-10-03,1,0
0732546264,2022-10-03,1,0
0732546278,2022-10-03,1,0
0732549003,2022-10-03,1,0
0732549266,2022-10-03,1,149
0732549370,2022-10-03,1,0
0732550346,2022-10-03,1,99
0732550712,2022-10-03,1,300
0732550723,2022-10-03,1,249
0732550870,2022-10-03,1,49
0732551058,2022-10-03,1,299
0732551140,2022-10-03,1,99
0732551311,2022-10-03,1,99
0732552558,2022-10-03,1,199
0732552706,2022-10-03,1,0
0732552951,2022-10-03,1,50
0732553134,2022-10-03,1,0
0732555324,2022-10-03,1,100
0732555331,2022-10-03,1,299
0732555647,2022-10-03,1,149
0732555649,2022-10-03,1,99
0732556090,2022-10-03,1,49
0732556682,2022-10-03,1,99
0732556729,2022-10-03,3,99
0732557181,2022-10-03,1,99
0732557543,2022-10-03,1,249
0732563742,2022-10-03,9,441
0732563900,2022-10-03,2,0
0732564885,2022-10-03,1,199
0732564886,2022-10-03,1,199
0732565947,2022-10-03,2,0
0732569139,2022-10-03,1,0
0732569175,2022-10-03,1,99
0732576145,2022-10-03,2,0
0732610636,2022-10-03,1,99
0732613688,2022-10-03,1,299
0732618570,2022-10-03,1,249
0732619635,2022-10-03,2,10
0732620322,2022-10-03,1,49
0732621637,2022-10-03,1,300
0732741881,2022-10-03,1,149
0733011373,2022-10-03,1,99
0733012678,2022-10-03,1,99
0733012839,2022-10-03,1,99
0733023718,2022-10-03,1,99
0733027579,2022-10-03,1,99
0733031154,2022-10-03,1,199
0733032056,2022-10-03,1,149
0733033883,2022-10-03,1,49
0733035654,2022-10-03,1,249
0733035730,2022-10-03,2,10
0733036317,2022-10-03,1,99
0733036538,2022-10-03,1,99
0733037953,2022-10-03,1,49
0733038198,2022-10-03,1,249
0733038210,2022-10-03,1,49
0733039268,2022-10-03,1,349
0733039281,2022-10-03,1,50
0733039816,2022-10-03,1,349
0733051668,2022-10-03,1,199
0733052886,2022-10-03,1,249
0733054379,2022-10-03,1,100
0733054658,2022-10-03,1,49
0733057032,2022-10-03,1,49
0733060287,2022-10-03,1,99
0733061392,2022-10-03,1,349
0733093166,2022-10-03,1,49
0733094429,2022-10-03,1,349
0733098692,2022-10-03,1,100
0733100298,2022-10-03,1,149
0733101628,2022-10-03,1,99
0733103628,2022-10-03,1,299
0733104312,2022-10-03,1,300
0733106185,2022-10-03,1,99
0733108072,2022-10-03,1,300
0733108900,2022-10-03,1,300
0733119150,2022-10-03,1,149
0733121054,2022-10-03,1,50
0733125086,2022-10-03,1,99
0733125246,2022-10-03,1,49
0733127301,2022-10-03,1,299
0733128314,2022-10-03,1,99
0733128648,2022-10-03,1,99
0733129871,2022-10-03,1,199
0733140772,2022-10-03,1,99
0733142700,2022-10-03,1,149
0733143647,2022-10-03,1,100
0733144254,2022-10-03,1,99
0733145904,2022-10-03,4,100
0733146727,2022-10-03,1,100
0733146728,2022-10-03,1,99
0733146756,2022-10-03,1,300
0733146975,2022-10-03,1,349
0733147499,2022-10-03,1,49
0733147899,2022-10-03,1,99
0733160916,2022-10-03,1,100
0733163599,2022-10-03,2,248
0733163986,2022-10-03,1,300
0733169999,2022-10-03,1,300
0733171846,2022-10-03,1,99
0733175408,2022-10-03,1,99
0733177172,2022-10-03,1,99
0733180975,2022-10-03,1,99
0733182416,2022-10-03,1,0
0733184590,2022-10-03,1,99
0733200845,2022-10-03,1,99
0733201864,2022-10-03,1,199
0733202237,2022-10-03,1,99
0733204628,2022-10-03,1,99
0733206943,2022-10-03,1,99
0733209504,2022-10-03,1,99
0733210054,2022-10-03,1,99
0733219133,2022-10-03,1,99
0733231244,2022-10-03,1,99
0733231954,2022-10-03,1,199
0733232928,2022-10-03,1,99
0733233568,2022-10-03,1,149
0733233726,2022-10-03,1,149
0733233738,2022-10-03,1,300
0733237220,2022-10-03,1,349
0733241748,2022-10-03,1,100
0733242050,2022-10-03,1,199
0733243160,2022-10-03,1,100
0733244947,2022-10-03,1,99
0733246790,2022-10-03,1,49
0733246913,2022-10-03,1,249
0733249375,2022-10-03,2,600
0733249846,2022-10-03,1,99
0733251606,2022-10-03,1,99
0733253992,2022-10-03,1,99
0733255450,2022-10-03,1,99
0733255951,2022-10-03,1,99
0733256206,2022-10-03,1,99
0733256262,2022-10-03,2,198
0733256442,2022-10-03,1,99
0733256462,2022-10-03,1,249
0733257608,2022-10-03,3,99
0733258011,2022-10-03,1,149
0733260292,2022-10-03,1,100
0733260376,2022-10-03,1,99
0733261666,2022-10-03,1,99
0733261950,2022-10-03,1,99
0733262337,2022-10-03,1,99
0733263388,2022-10-03,1,99
0733263850,2022-10-03,1,99
0733265307,2022-10-03,1,99
0733266070,2022-10-03,1,149
0733266401,2022-10-03,1,99
0733267363,2022-10-03,1,99
0733268183,2022-10-03,1,99
0733268236,2022-10-03,1,199
0733278895,2022-10-03,1,199
0733281556,2022-10-03,1,99
0733281845,2022-10-03,1,349
0733282122,2022-10-03,1,99
0733282662,2022-10-03,1,100
0733282775,2022-10-03,1,99
0733283437,2022-10-03,1,349
0733283586,2022-10-03,1,99
0733283960,2022-10-03,1,99
0733284106,2022-10-03,1,349
0733287202,2022-10-03,1,99
0733287218,2022-10-03,1,49
0733287471,2022-10-03,1,99
0733288481,2022-10-03,1,99
0733289583,2022-10-03,1,99
0733290461,2022-10-03,2,99
0733291435,2022-10-03,2,10
0733294791,2022-10-03,1,149
0733294859,2022-10-03,1,99
0733295634,2022-10-03,1,149
0733298180,2022-10-03,1,99
0733304320,2022-10-03,1,799
0733308349,2022-10-03,1,299
0733314275,2022-10-03,1,50
0733314942,2022-10-03,1,99
0733320225,2022-10-03,1,99
0733329114,2022-10-03,1,349
0733331194,2022-10-03,1,99
0733331272,2022-10-03,1,199
0733342166,2022-10-03,1,149
0733344953,2022-10-03,1,199
0733346645,2022-10-03,1,349
0733347100,2022-10-03,2,398
0733348860,2022-10-03,1,49
0733348896,2022-10-03,2,98
0733367270,2022-10-03,1,99
0733369665,2022-10-03,1,99
0733370022,2022-10-03,1,100
0733382245,2022-10-03,1,99
0733389646,2022-10-03,1,99
0733396504,2022-10-03,1,99
0733397189,2022-10-03,1,300
0733402079,2022-10-03,1,349
0733403094,2022-10-03,1,99
0733403657,2022-10-03,1,49
0733405251,2022-10-03,1,99
0733409700,2022-10-03,1,149
0733417823,2022-10-03,7,343
0733420882,2022-10-03,1,99
0733421174,2022-10-03,1,99
0733426441,2022-10-03,1,100
0733426686,2022-10-03,1,149
0733426711,2022-10-03,1,249
0733427608,2022-10-03,1,99
0733428327,2022-10-03,1,299
0733439762,2022-10-03,1,99
0733440911,2022-10-03,1,99
0733442073,2022-10-03,1,99
0733443745,2022-10-03,1,49
0733444381,2022-10-03,1,199
0733444930,2022-10-03,1,100
0733445121,2022-10-03,1,99
0733445840,2022-10-03,1,149
0733446849,2022-10-03,1,199
0733447146,2022-10-03,1,100
0733447291,2022-10-03,1,99
0733449619,2022-10-03,1,199
0733459429,2022-10-03,1,149
0733459818,2022-10-03,1,149
0733460603,2022-10-03,1,100
0733460613,2022-10-03,1,99
0733461550,2022-10-03,1,99
0733461871,2022-10-03,1,100
0733462250,2022-10-03,1,99
0733462371,2022-10-03,1,100
0733463460,2022-10-03,1,199
0733463558,2022-10-03,1,199
0733463888,2022-10-03,1,199
0733465031,2022-10-03,1,99
0733466029,2022-10-03,1,449
0733468901,2022-10-03,1,99
0733469402,2022-10-03,1,199
0733469885,2022-10-03,1,99
0733477105,2022-10-03,1,149
0733479175,2022-10-03,1,99
0733480238,2022-10-03,1,100
0733480974,2022-10-03,1,449
0733481552,2022-10-03,1,199
0733481769,2022-10-03,1,99
0733483375,2022-10-03,1,349
0733484396,2022-10-03,1,149
0733496600,2022-10-03,1,99
0733496765,2022-10-03,2,98
0733497144,2022-10-03,1,199
0733497713,2022-10-03,1,149
0733499653,2022-10-03,1,49
0733499728,2022-10-03,1,100
0733500784,2022-10-03,1,100
0733503569,2022-10-03,1,100
0733504185,2022-10-03,2,148
0733504889,2022-10-03,1,199
0733504893,2022-10-03,1,449
0733505448,2022-10-03,1,99
0733505935,2022-10-03,2,99
0733506146,2022-10-03,1,99
0733506332,2022-10-03,1,299
0733509118,2022-10-03,1,100
0733514964,2022-10-03,2,10
0733518546,2022-10-03,1,99
0733520129,2022-10-03,1,99
0733520368,2022-10-03,1,449
0733520501,2022-10-03,2,199
0733522561,2022-10-03,1,449
0733522947,2022-10-03,1,199
0733525903,2022-10-03,2,98
0733538734,2022-10-03,2,149
0733541740,2022-10-03,1,99
0733545797,2022-10-03,1,349
0733546269,2022-10-03,1,149
0733546291,2022-10-03,1,199
0733549646,2022-10-03,1,99
0733559342,2022-10-03,1,100
0733560918,2022-10-03,1,99
0733562267,2022-10-03,1,349
0733562736,2022-10-03,2,10
0733564747,2022-10-03,1,100
0733564796,2022-10-03,1,99
0733564948,2022-10-03,1,349
0733565112,2022-10-03,1,99
0733568055,2022-10-03,1,999
0733568166,2022-10-03,1,199
0733569358,2022-10-03,1,0
0733569811,2022-10-03,1,0
0733569897,2022-10-03,1,799
0733572667,2022-10-03,1,49
0733574136,2022-10-03,2,49
0733574364,2022-10-03,1,0
0733578179,2022-10-03,4,196
0733583897,2022-10-03,1,100
0733584625,2022-10-03,1,100
0733589756,2022-10-03,1,149
0733591380,2022-10-03,1,99
0733592413,2022-10-03,1,49
0733593576,2022-10-03,1,49
0733593918,2022-10-03,1,0
0733594270,2022-10-03,1,100
0733594338,2022-10-03,1,99
0733594619,2022-10-03,1,149
0733594924,2022-10-03,1,99
0733595056,2022-10-03,1,0
0733595107,2022-10-03,1,99
0733595217,2022-10-03,1,149
0733595344,2022-10-03,1,199
0733595457,2022-10-03,1,299
0733595855,2022-10-03,1,100
0733596146,2022-10-03,1,0
0733596220,2022-10-03,2,99
0733597074,2022-10-03,1,99
0733597838,2022-10-03,1,49
0733598525,2022-10-03,1,199
0733598938,2022-10-03,1,299
0733599324,2022-10-03,1,99
0733599662,2022-10-03,1,199
0733601731,2022-10-03,1,99
0733603734,2022-10-03,1,50
0733604716,2022-10-03,2,98
0733604911,2022-10-03,1,199
0733605548,2022-10-03,1,149
0733605611,2022-10-03,3,199
0733606967,2022-10-03,1,149
0733607020,2022-10-03,1,99
0733607142,2022-10-03,1,99
0733607241,2022-10-03,1,149
0733609015,2022-10-03,1,99
0733611300,2022-10-03,1,250
0733611366,2022-10-03,1,0
0733611742,2022-10-03,1,49
0733615632,2022-10-03,1,99
0733620342,2022-10-03,1,99
0733622001,2022-10-03,1,99
0733622740,2022-10-03,1,449
0733622915,2022-10-03,1,99
0733623261,2022-10-03,1,149
0733623389,2022-10-03,1,49
0733623640,2022-10-03,1,199
0733625456,2022-10-03,1,99
0733626043,2022-10-03,1,299
0733627101,2022-10-03,1,149
0733627489,2022-10-03,1,99
0733628161,2022-10-03,1,99
0733628447,2022-10-03,1,199
0733632255,2022-10-03,1,49
0733640685,2022-10-03,1,149
0733643513,2022-10-03,1,99
0733643783,2022-10-03,1,99
0733644977,2022-10-03,2,148
0733646525,2022-10-03,1,149
0733646998,2022-10-03,1,0
0733647563,2022-10-03,1,149
0733648081,2022-10-03,1,100
0733649030,2022-10-03,1,99
0733649368,2022-10-03,1,149
0733656166,2022-10-03,1,149
0733659020,2022-10-03,1,149
0733660867,2022-10-03,1,349
0733662062,2022-10-03,1,299
0733662860,2022-10-03,1,199
0733668785,2022-10-03,1,99
0733669783,2022-10-03,1,299
0733679579,2022-10-03,1,100
0733681402,2022-10-03,1,149
0733681482,2022-10-03,1,99
0733684766,2022-10-03,1,50
0733690938,2022-10-03,1,99
0733691471,2022-10-03,1,99
0733693180,2022-10-03,1,100
0733693868,2022-10-03,1,249
0733693895,2022-10-03,1,99
0733693898,2022-10-03,1,199
0733696871,2022-10-03,1,149
0733697672,2022-10-03,1,99
0733697818,2022-10-03,1,99
0733698552,2022-10-03,1,149
0733699223,2022-10-03,1,99
0733699355,2022-10-03,1,249
0733699429,2022-10-03,1,249
0733699544,2022-10-03,1,199
0733699608,2022-10-03,1,99
0733699894,2022-10-03,1,149
0733700514,2022-10-03,1,299
0733702234,2022-10-03,1,99
0733703458,2022-10-03,1,99
0733705550,2022-10-03,1,99
0733706229,2022-10-03,1,300
0733707439,2022-10-03,1,100
0733707655,2022-10-03,1,199
0733707987,2022-10-03,1,99
0733708552,2022-10-03,1,149
0733709942,2022-10-03,7,343
0733710287,2022-10-03,1,99
0733713674,2022-10-03,1,199
0733715218,2022-10-03,1,249
0733719675,2022-10-03,1,349
0733721253,2022-10-03,2,99
0733724078,2022-10-03,1,199
0733724517,2022-10-03,1,99
0733724568,2022-10-03,1,99
0733726563,2022-10-03,1,99
0733726634,2022-10-03,3,147
0733729202,2022-10-03,1,199
0733729554,2022-10-03,1,199
0733729592,2022-10-03,1,199
0733729677,2022-10-03,1,149
0733740158,2022-10-03,5,495
0733740475,2022-10-03,1,149
0733740503,2022-10-03,1,49
0733742703,2022-10-03,2,0
0733742745,2022-10-03,1,100
0733744660,2022-10-03,3,100
0733746591,2022-10-03,1,99
0733752922,2022-10-03,1,99
0733755996,2022-10-03,2,148
0733758481,2022-10-03,1,149
0733763932,2022-10-03,1,0
0733768318,2022-10-03,1,149
0733769858,2022-10-03,1,0
0733770258,2022-10-03,1,149
0733775716,2022-10-03,1,0
0733778531,2022-10-03,1,0
0733779550,2022-10-03,1,0
0733806109,2022-10-03,1,99
0733809477,2022-10-03,1,199
0733810119,2022-10-03,1,100
0733822352,2022-10-03,1,99
0733823115,2022-10-03,1,100
0733835482,2022-10-03,1,300
0733839674,2022-10-03,1,300
0733841816,2022-10-03,1,99
0733857861,2022-10-03,1,99
0733860795,2022-10-03,1,199
0733861074,2022-10-03,2,0
0733861980,2022-10-03,1,0
0733875940,2022-10-03,1,300
0733877772,2022-10-03,1,99
0733878590,2022-10-03,1,100
0733878812,2022-10-03,1,99
0733879343,2022-10-03,1,149
0733884366,2022-10-03,1,99
0733885065,2022-10-03,2,349
0733885958,2022-10-03,1,100
0733887224,2022-10-03,1,199
0733887908,2022-10-03,1,100
0733888226,2022-10-03,1,49
0733889637,2022-10-03,2,100
0733894685,2022-10-03,1,49
0733894887,2022-10-03,1,449
0733897260,2022-10-03,1,99
0733897662,2022-10-03,6,294
0733897754,2022-10-03,2,98
0733897789,2022-10-03,4,196
0733898586,2022-10-03,1,149
0733898663,2022-10-03,1,149
0733898881,2022-10-03,1,100
0733899478,2022-10-03,1,0
0733899662,2022-10-03,2,0
0733899679,2022-10-03,1,0
0733903108,2022-10-03,1,99
0733904118,2022-10-03,1,249
0733904206,2022-10-03,1,149
0733905184,2022-10-03,1,199
0733907352,2022-10-03,1,99
0733907988,2022-10-03,1,50
0733911995,2022-10-03,1,799
0733914345,2022-10-03,1,49
0733914743,2022-10-03,1,249
0733917453,2022-10-03,1,99
0733917472,2022-10-03,1,149
0733918224,2022-10-03,1,349
0733921917,2022-10-03,1,449
0733922949,2022-10-03,1,100
0733924398,2022-10-03,1,149
0733927341,2022-10-03,1,149
0733930203,2022-10-03,1,149
0733930450,2022-10-03,1,100
0733931543,2022-10-03,1,499
0733931944,2022-10-03,1,249
0733935427,2022-10-03,1,49
0733935487,2022-10-03,1,349
0733935709,2022-10-03,1,199
0733935867,2022-10-03,1,349
0733937303,2022-10-03,1,100
0733937306,2022-10-03,1,50
0733940117,2022-10-03,1,199
0733940127,2022-10-03,1,99
0733940240,2022-10-03,1,149
0733941610,2022-10-03,1,99
0733942085,2022-10-03,1,99
0733942246,2022-10-03,1,99
0733942351,2022-10-03,1,100
0733943583,2022-10-03,2,99
0733943745,2022-10-03,1,99
0733944193,2022-10-03,1,99
0733944586,2022-10-03,1,0
0733946602,2022-10-03,1,100
0733949195,2022-10-03,1,99
0733950279,2022-10-03,1,0
0733950767,2022-10-03,1,0
0733951968,2022-10-03,1,99
0733956739,2022-10-03,1,199
0733958518,2022-10-03,1,0
0733958593,2022-10-03,1,0
0733960596,2022-10-03,1,50
0733963227,2022-10-03,1,199
0733963379,2022-10-03,1,149
0733963943,2022-10-03,1,299
0733964816,2022-10-03,1,199
0733965468,2022-10-03,1,99
0733965552,2022-10-03,1,149
0733967354,2022-10-03,1,99
0733969258,2022-10-03,1,99
0733969260,2022-10-03,1,349
0733972821,2022-10-03,2,199
0733974368,2022-10-03,2,0
0733980185,2022-10-03,1,299
0733981837,2022-10-03,1,99
0733982513,2022-10-03,1,99
0733982948,2022-10-03,1,0
0733985173,2022-10-03,8,392
0733985184,2022-10-03,1,99
0733985250,2022-10-03,1,0
0733985267,2022-10-03,1,149
0733985916,2022-10-03,1,149
0733986088,2022-10-03,1,0
0733986127,2022-10-03,2,0
0733986197,2022-10-03,1,349
0733986377,2022-10-03,1,199
0733986719,2022-10-03,1,0
0733986887,2022-10-03,1,99
0733986894,2022-10-03,2,150
0733987042,2022-10-03,6,294
0733987091,2022-10-03,1,49
0733987392,2022-10-03,3,147
0733987393,2022-10-03,4,196
0733987470,2022-10-03,1,49
0733987563,2022-10-03,3,147
0733987719,2022-10-03,1,199
0733987801,2022-10-03,1,0
0733987851,2022-10-03,1,199
0733988178,2022-10-03,1,299
0733990051,2022-10-03,1,99
0733990571,2022-10-03,1,99
0733990669,2022-10-03,1,0
0733991031,2022-10-03,1,99
0733991432,2022-10-03,3,147
0733992147,2022-10-03,1,99
0733992458,2022-10-03,1,0
0733994675,2022-10-03,3,147
0733994728,2022-10-03,2,98
0733994734,2022-10-03,5,245
0733996189,2022-10-03,1,199
0733996459,2022-10-03,1,0
0733996979,2022-10-03,1,99
0734000553,2022-10-03,1,99
0734000804,2022-10-03,1,50
0734003239,2022-10-03,1,199
0734005712,2022-10-03,1,299
0734006960,2022-10-03,3,99
0734008382,2022-10-03,1,99
0734011166,2022-10-03,1,349
0734012553,2022-10-03,1,99
0734017253,2022-10-03,1,99
0734017481,2022-10-03,1,100
0734019109,2022-10-03,1,99
0734020268,2022-10-03,1,299
0734020779,2022-10-03,1,300
0734022193,2022-10-03,1,149
0734023771,2022-10-03,1,199
0734024342,2022-10-03,1,99
0734025845,2022-10-03,7,0
0734026056,2022-10-03,1,99
0734028714,2022-10-03,1,99
0734029437,2022-10-03,1,249
0734030263,2022-10-03,1,99
0734030274,2022-10-03,2,149
0734032369,2022-10-03,1,99
0734035268,2022-10-03,1,99
0734039317,2022-10-03,3,102
0734039832,2022-10-03,1,99
0734040258,2022-10-03,1,199
0734041306,2022-10-03,2,98
0734041961,2022-10-03,2,348
0734043089,2022-10-03,1,49
0734043801,2022-10-03,1,149
0734045663,2022-10-03,1,149
0734047371,2022-10-03,1,99
0734047814,2022-10-03,1,149
0734048601,2022-10-03,1,300
0734053422,2022-10-03,2,0
0734054220,2022-10-03,1,199
0734055061,2022-10-03,1,149
0734055095,2022-10-03,1,0
0734056319,2022-10-03,1,0
0734056498,2022-10-03,1,249
0734056499,2022-10-03,1,149
0734057445,2022-10-03,1,149
0734057914,2022-10-03,1,99
0734058278,2022-10-03,1,99
0734059188,2022-10-03,1,149
0734059973,2022-10-03,1,99
0734060260,2022-10-03,1,100
0734062505,2022-10-03,1,99
0734062522,2022-10-03,1,100
0734063212,2022-10-03,1,199
0734067244,2022-10-03,1,49
0734069279,2022-10-03,1,449
0734071077,2022-10-03,1,49
0734073472,2022-10-03,1,149
0734073772,2022-10-03,1,49
0734075854,2022-10-03,1,349
0734076326,2022-10-03,2,0
0734078157,2022-10-03,1,99
0734079088,2022-10-03,1,99
0734079398,2022-10-03,1,299
0734082330,2022-10-03,1,99
0734084648,2022-10-03,3,299
0734084664,2022-10-03,2,148
0734086395,2022-10-03,1,49
0734088195,2022-10-03,1,99
0734089495,2022-10-03,1,99
0734089767,2022-10-03,1,0
0734089983,2022-10-03,1,99
0734091594,2022-10-03,1,300
0734092364,2022-10-03,1,799
0734092563,2022-10-03,1,999
0734094288,2022-10-03,1,49
0734096085,2022-10-03,1,99
0734099305,2022-10-03,1,100
0734100658,2022-10-03,1,99
0734107626,2022-10-03,1,300
0734108748,2022-10-03,1,449
0734108928,2022-10-03,1,99
0734112044,2022-10-03,1,100
0734116565,2022-10-03,1,99
0734117175,2022-10-03,2,98
0734118846,2022-10-03,1,199
0734119184,2022-10-03,1,99
0734121058,2022-10-03,1,100
0734122641,2022-10-03,1,149
0734122722,2022-10-03,1,99
0734125038,2022-10-03,1,449
0734126845,2022-10-03,1,449
0734126890,2022-10-03,1,349
0734127608,2022-10-03,1,99
0734127724,2022-10-03,1,99
0734127780,2022-10-03,1,299
0734130017,2022-10-03,1,99
0734131097,2022-10-03,1,349
0734132414,2022-10-03,1,99
0734134176,2022-10-03,1,349
0734134225,2022-10-03,1,149
0734134423,2022-10-03,1,449
0734134586,2022-10-03,1,99
0734134610,2022-10-03,1,349
